State,Vehicle_Class,Month_Name,EV_Sales_Quantity,Year,Date
Gujarat,4-Wheelers,JAN,10,2025,15-01-2025
Gujarat,4-Wheelers,FEB,9,2025,15-02-2025
Gujarat,4-Wheelers,MAR,7,2025,15-03-2025
Gujarat,4-Wheelers,APR,5,2025,15-04-2025
Gujarat,4-Wheelers,MAY,6,2025,15-05-2025
Gujarat,4-Wheelers,JUN,3,2025,15-06-2025
Gujarat,4-Wheelers,JUL,7,2025,15-07-2025
Gujarat,4-Wheelers,AUG,1,2025,15-08-2025
Gujarat,3-Wheelers,JAN,7,2025,15-01-2025
Gujarat,3-Wheelers,FEB,8,2025,15-02-2025
Gujarat,3-Wheelers,MAR,86,2025,15-03-2025
Gujarat,3-Wheelers,APR,44,2025,15-04-2025
Gujarat,3-Wheelers,MAY,71,2025,15-05-2025
Gujarat,3-Wheelers,JUN,214,2025,15-06-2025
Gujarat,3-Wheelers,JUL,130,2025,15-07-2025
Gujarat,3-Wheelers,AUG,62,2025,15-08-2025
Gujarat,2-Wheelers,JAN,0,2025,15-01-2025
Gujarat,2-Wheelers,FEB,0,2025,15-02-2025
Gujarat,2-Wheelers,MAR,0,2025,15-03-2025
Gujarat,2-Wheelers,APR,0,2025,15-04-2025
Gujarat,2-Wheelers,MAY,1,2025,15-05-2025
Gujarat,2-Wheelers,JUN,0,2025,15-06-2025
Gujarat,2-Wheelers,JUL,0,2025,15-07-2025
Gujarat,2-Wheelers,AUG,0,2025,15-08-2025
Haryana,4-Wheelers,JAN,0,2025,15-01-2025
Haryana,4-Wheelers,FEB,0,2025,15-02-2025
Haryana,4-Wheelers,MAR,0,2025,15-03-2025
Haryana,4-Wheelers,APR,0,2025,15-04-2025
Haryana,4-Wheelers,MAY,0,2025,15-05-2025
Haryana,4-Wheelers,JUN,0,2025,15-06-2025
Haryana,4-Wheelers,JUL,0,2025,15-07-2025
Haryana,4-Wheelers,AUG,1,2025,15-08-2025
Haryana,Others,JAN,1,2025,15-01-2025
Haryana,Others,FEB,2,2025,15-02-2025
Haryana,Others,MAR,0,2025,15-03-2025
Haryana,Others,APR,1,2025,15-04-2025
Haryana,Others,MAY,0,2025,15-05-2025
Haryana,Others,JUN,6,2025,15-06-2025
Haryana,Others,JUL,0,2025,15-07-2025
Haryana,Others,AUG,5,2025,15-08-2025
Haryana,Bus,JAN,0,2025,15-01-2025
Haryana,Bus,FEB,1,2025,15-02-2025
Haryana,Bus,MAR,0,2025,15-03-2025
Haryana,Bus,APR,0,2025,15-04-2025
Haryana,Bus,MAY,0,2025,15-05-2025
Haryana,Bus,JUN,0,2025,15-06-2025
Haryana,Bus,JUL,5,2025,15-07-2025
Haryana,Bus,AUG,2,2025,15-08-2025
Haryana,Others,JAN,9,2025,15-01-2025
Haryana,Others,FEB,8,2025,15-02-2025
Haryana,Others,MAR,9,2025,15-03-2025
Haryana,Others,APR,11,2025,15-04-2025
Haryana,Others,MAY,43,2025,15-05-2025
Haryana,Others,JUN,17,2025,15-06-2025
Haryana,Others,JUL,21,2025,15-07-2025
Haryana,Others,AUG,37,2025,15-08-2025
Haryana,4-Wheelers,FEB,846,2025,15-02-2025
Haryana,4-Wheelers,MAR,994,2025,15-03-2025
Haryana,4-Wheelers,AUG,637,2025,15-08-2025
Haryana,4-Wheelers,JAN,194,2025,15-01-2025
Haryana,4-Wheelers,FEB,112,2025,15-02-2025
Haryana,4-Wheelers,MAR,138,2025,15-03-2025
Haryana,4-Wheelers,APR,103,2025,15-04-2025
Haryana,4-Wheelers,MAY,111,2025,15-05-2025
Haryana,4-Wheelers,JUN,112,2025,15-06-2025
Haryana,4-Wheelers,JUL,78,2025,15-07-2025
Haryana,4-Wheelers,AUG,44,2025,15-08-2025
Haryana,3-Wheelers,JAN,383,2025,15-01-2025
Haryana,3-Wheelers,FEB,278,2025,15-02-2025
Haryana,3-Wheelers,MAR,301,2025,15-03-2025
Haryana,3-Wheelers,APR,353,2025,15-04-2025
Haryana,3-Wheelers,MAY,494,2025,15-05-2025
Haryana,3-Wheelers,JUN,503,2025,15-06-2025
Haryana,3-Wheelers,JUL,579,2025,15-07-2025
Haryana,3-Wheelers,AUG,457,2025,15-08-2025
Haryana,2-Wheelers,FEB,635,2025,15-02-2025
Haryana,2-Wheelers,MAR,785,2025,15-03-2025
Haryana,2-Wheelers,AUG,806,2025,15-08-2025
Himachal Pradesh,Others,JAN,0,2025,15-01-2025
Himachal Pradesh,Others,FEB,0,2025,15-02-2025
Himachal Pradesh,Others,MAR,0,2025,15-03-2025
Himachal Pradesh,Others,APR,0,2025,15-04-2025
Himachal Pradesh,Others,MAY,0,2025,15-05-2025
Himachal Pradesh,Others,JUN,3,2025,15-06-2025
Himachal Pradesh,Others,JUL,1,2025,15-07-2025
Himachal Pradesh,Others,AUG,0,2025,15-08-2025
Himachal Pradesh,4-Wheelers,JAN,82,2025,15-01-2025
Himachal Pradesh,4-Wheelers,FEB,77,2025,15-02-2025
Himachal Pradesh,4-Wheelers,MAR,61,2025,15-03-2025
Himachal Pradesh,4-Wheelers,APR,73,2025,15-04-2025
Himachal Pradesh,4-Wheelers,MAY,95,2025,15-05-2025
Himachal Pradesh,4-Wheelers,JUN,102,2025,15-06-2025
Himachal Pradesh,4-Wheelers,JUL,83,2025,15-07-2025
Himachal Pradesh,4-Wheelers,AUG,69,2025,15-08-2025
Himachal Pradesh,4-Wheelers,JAN,7,2025,15-01-2025
Himachal Pradesh,4-Wheelers,FEB,6,2025,15-02-2025
Himachal Pradesh,4-Wheelers,MAR,7,2025,15-03-2025
Himachal Pradesh,4-Wheelers,APR,1,2025,15-04-2025
Himachal Pradesh,4-Wheelers,MAY,0,2025,15-05-2025
Himachal Pradesh,4-Wheelers,JUN,2,2025,15-06-2025
Himachal Pradesh,4-Wheelers,JUL,4,2025,15-07-2025
Himachal Pradesh,4-Wheelers,AUG,5,2025,15-08-2025
Himachal Pradesh,3-Wheelers,JAN,1,2025,15-01-2025
Himachal Pradesh,3-Wheelers,FEB,4,2025,15-02-2025
Himachal Pradesh,3-Wheelers,MAR,2,2025,15-03-2025
Himachal Pradesh,3-Wheelers,APR,0,2025,15-04-2025
Himachal Pradesh,3-Wheelers,MAY,3,2025,15-05-2025
Himachal Pradesh,3-Wheelers,JUN,5,2025,15-06-2025
Himachal Pradesh,3-Wheelers,JUL,4,2025,15-07-2025
Himachal Pradesh,3-Wheelers,AUG,2,2025,15-08-2025
Himachal Pradesh,2-Wheelers,JAN,53,2025,15-01-2025
Himachal Pradesh,2-Wheelers,FEB,55,2025,15-02-2025
Himachal Pradesh,2-Wheelers,MAR,80,2025,15-03-2025
Himachal Pradesh,2-Wheelers,APR,50,2025,15-04-2025
Himachal Pradesh,2-Wheelers,MAY,80,2025,15-05-2025
Himachal Pradesh,2-Wheelers,JUN,97,2025,15-06-2025
Himachal Pradesh,2-Wheelers,JUL,73,2025,15-07-2025
Himachal Pradesh,2-Wheelers,AUG,39,2025,15-08-2025
Jammu and Kashmir,Others,JAN,0,2025,15-01-2025
Jammu and Kashmir,Others,FEB,0,2025,15-02-2025
Jammu and Kashmir,Others,MAR,1,2025,15-03-2025
Jammu and Kashmir,Others,APR,2,2025,15-04-2025
Jammu and Kashmir,Others,MAY,0,2025,15-05-2025
Jammu and Kashmir,Others,JUN,0,2025,15-06-2025
Jammu and Kashmir,Others,JUL,1,2025,15-07-2025
Jammu and Kashmir,Others,AUG,1,2025,15-08-2025
Jammu and Kashmir,4-Wheelers,JAN,40,2025,15-01-2025
Jammu and Kashmir,4-Wheelers,FEB,35,2025,15-02-2025
Jammu and Kashmir,4-Wheelers,MAR,52,2025,15-03-2025
Jammu and Kashmir,4-Wheelers,APR,54,2025,15-04-2025
Jammu and Kashmir,4-Wheelers,MAY,49,2025,15-05-2025
Jammu and Kashmir,4-Wheelers,JUN,31,2025,15-06-2025
Jammu and Kashmir,4-Wheelers,JUL,59,2025,15-07-2025
Jammu and Kashmir,4-Wheelers,AUG,18,2025,15-08-2025
Jammu and Kashmir,4-Wheelers,JAN,0,2025,15-01-2025
Jammu and Kashmir,4-Wheelers,FEB,9,2025,15-02-2025
Jammu and Kashmir,4-Wheelers,MAR,1,2025,15-03-2025
Jammu and Kashmir,4-Wheelers,APR,2,2025,15-04-2025
Jammu and Kashmir,4-Wheelers,MAY,3,2025,15-05-2025
Jammu and Kashmir,4-Wheelers,JUN,1,2025,15-06-2025
Jammu and Kashmir,4-Wheelers,JUL,0,2025,15-07-2025
Jammu and Kashmir,4-Wheelers,AUG,0,2025,15-08-2025
Jammu and Kashmir,3-Wheelers,JAN,79,2025,15-01-2025
Jammu and Kashmir,3-Wheelers,FEB,51,2025,15-02-2025
Jammu and Kashmir,3-Wheelers,MAR,146,2025,15-03-2025
Jammu and Kashmir,3-Wheelers,APR,183,2025,15-04-2025
Jammu and Kashmir,3-Wheelers,MAY,286,2025,15-05-2025
Jammu and Kashmir,3-Wheelers,JUN,280,2025,15-06-2025
Jammu and Kashmir,3-Wheelers,JUL,367,2025,15-07-2025
Jammu and Kashmir,3-Wheelers,AUG,243,2025,15-08-2025
Jammu and Kashmir,2-Wheelers,JAN,108,2025,15-01-2025
Jammu and Kashmir,2-Wheelers,FEB,84,2025,15-02-2025
Jammu and Kashmir,2-Wheelers,MAR,155,2025,15-03-2025
Jammu and Kashmir,2-Wheelers,APR,175,2025,15-04-2025
Jammu and Kashmir,2-Wheelers,MAY,219,2025,15-05-2025
Jammu and Kashmir,2-Wheelers,JUN,287,2025,15-06-2025
Jammu and Kashmir,2-Wheelers,JUL,280,2025,15-07-2025
Jammu and Kashmir,2-Wheelers,AUG,167,2025,15-08-2025
Jharkhand,Others,JAN,0,2025,15-01-2025
Jharkhand,Others,FEB,0,2025,15-02-2025
Jharkhand,Others,MAR,1,2025,15-03-2025
Jharkhand,Others,APR,0,2025,15-04-2025
Jharkhand,Others,MAY,2,2025,15-05-2025
Jharkhand,Others,JUN,1,2025,15-06-2025
Jharkhand,Others,JUL,2,2025,15-07-2025
Jharkhand,Others,AUG,1,2025,15-08-2025
Jharkhand,4-Wheelers,JAN,75,2025,15-01-2025
Jharkhand,4-Wheelers,FEB,59,2025,15-02-2025
Jharkhand,4-Wheelers,MAR,81,2025,15-03-2025
Jharkhand,4-Wheelers,APR,101,2025,15-04-2025
Jharkhand,4-Wheelers,MAY,108,2025,15-05-2025
Jharkhand,4-Wheelers,JUN,85,2025,15-06-2025
Jharkhand,4-Wheelers,JUL,97,2025,15-07-2025
Jharkhand,4-Wheelers,AUG,63,2025,15-08-2025
Jharkhand,4-Wheelers,JAN,7,2025,15-01-2025
Jharkhand,4-Wheelers,FEB,3,2025,15-02-2025
Jharkhand,4-Wheelers,MAR,0,2025,15-03-2025
Jharkhand,4-Wheelers,APR,4,2025,15-04-2025
Jharkhand,4-Wheelers,MAY,4,2025,15-05-2025
Jharkhand,4-Wheelers,JUN,4,2025,15-06-2025
Jharkhand,4-Wheelers,JUL,2,2025,15-07-2025
Jharkhand,4-Wheelers,AUG,1,2025,15-08-2025
Jharkhand,3-Wheelers,JAN,191,2025,15-01-2025
Jharkhand,3-Wheelers,FEB,183,2025,15-02-2025
Jharkhand,3-Wheelers,MAR,273,2025,15-03-2025
Jharkhand,3-Wheelers,APR,323,2025,15-04-2025
Jharkhand,3-Wheelers,MAY,426,2025,15-05-2025
Jharkhand,3-Wheelers,JUN,499,2025,15-06-2025
Jharkhand,3-Wheelers,JUL,628,2025,15-07-2025
Jharkhand,3-Wheelers,AUG,407,2025,15-08-2025
Jharkhand,2-Wheelers,JAN,675,2025,15-01-2025
Jharkhand,2-Wheelers,FEB,570,2025,15-02-2025
Jharkhand,2-Wheelers,MAR,892,2025,15-03-2025
Jharkhand,2-Wheelers,APR,625,2025,15-04-2025
Jharkhand,2-Wheelers,MAY,876,2025,15-05-2025
Jharkhand,2-Wheelers,JUL,905,2025,15-07-2025
Jharkhand,2-Wheelers,AUG,685,2025,15-08-2025
Karnataka,4-Wheelers,JAN,1,2025,15-01-2025
Karnataka,4-Wheelers,FEB,2,2025,15-02-2025
Karnataka,4-Wheelers,MAR,0,2025,15-03-2025
Karnataka,4-Wheelers,APR,0,2025,15-04-2025
Karnataka,4-Wheelers,MAY,2,2025,15-05-2025
Karnataka,4-Wheelers,JUN,0,2025,15-06-2025
Karnataka,4-Wheelers,JUL,3,2025,15-07-2025
Karnataka,4-Wheelers,AUG,0,2025,15-08-2025
Karnataka,Others,JAN,3,2025,15-01-2025
Karnataka,Others,FEB,0,2025,15-02-2025
Karnataka,Others,MAR,4,2025,15-03-2025
Karnataka,Others,APR,0,2025,15-04-2025
Karnataka,Others,MAY,11,2025,15-05-2025
Karnataka,Others,JUN,0,2025,15-06-2025
Karnataka,Others,JUL,0,2025,15-07-2025
Karnataka,Others,AUG,12,2025,15-08-2025
Karnataka,Bus,JAN,119,2025,15-01-2025
Karnataka,Bus,FEB,72,2025,15-02-2025
Karnataka,Bus,MAR,113,2025,15-03-2025
Karnataka,Bus,APR,6,2025,15-04-2025
Karnataka,Bus,MAY,1,2025,15-05-2025
Karnataka,Bus,JUN,0,2025,15-06-2025
Karnataka,Bus,JUL,1,2025,15-07-2025
Karnataka,Bus,AUG,4,2025,15-08-2025
Karnataka,Others,JAN,13,2025,15-01-2025
Karnataka,Others,FEB,9,2025,15-02-2025
Karnataka,Others,MAR,16,2025,15-03-2025
Karnataka,Others,APR,13,2025,15-04-2025
Karnataka,Others,MAY,34,2025,15-05-2025
Karnataka,Others,JUN,30,2025,15-06-2025
Karnataka,Others,JUL,72,2025,15-07-2025
Karnataka,Others,AUG,31,2025,15-08-2025
Karnataka,4-Wheelers,JAN,307,2025,15-01-2025
Karnataka,4-Wheelers,FEB,178,2025,15-02-2025
Karnataka,4-Wheelers,MAR,174,2025,15-03-2025
Karnataka,4-Wheelers,APR,116,2025,15-04-2025
Karnataka,4-Wheelers,MAY,89,2025,15-05-2025
Karnataka,4-Wheelers,JUN,117,2025,15-06-2025
Karnataka,4-Wheelers,JUL,82,2025,15-07-2025
Karnataka,4-Wheelers,AUG,112,2025,15-08-2025
Karnataka,Bus,JAN,0,2025,15-01-2025
Karnataka,Bus,FEB,0,2025,15-02-2025
Karnataka,Bus,MAR,0,2025,15-03-2025
Karnataka,Bus,APR,2,2025,15-04-2025
Karnataka,Bus,MAY,0,2025,15-05-2025
Karnataka,Bus,JUN,0,2025,15-06-2025
Karnataka,Bus,JUL,0,2025,15-07-2025
Karnataka,Bus,AUG,0,2025,15-08-2025
Karnataka,3-Wheelers,JAN,0,2025,15-01-2025
Karnataka,3-Wheelers,FEB,0,2025,15-02-2025
Karnataka,3-Wheelers,MAR,1,2025,15-03-2025
Karnataka,3-Wheelers,APR,2,2025,15-04-2025
Karnataka,3-Wheelers,MAY,1,2025,15-05-2025
Karnataka,3-Wheelers,JUN,1,2025,15-06-2025
Karnataka,3-Wheelers,JUL,3,2025,15-07-2025
Karnataka,3-Wheelers,AUG,1,2025,15-08-2025
Karnataka,3-Wheelers,JAN,232,2025,15-01-2025
Karnataka,3-Wheelers,FEB,218,2025,15-02-2025
Karnataka,3-Wheelers,MAR,179,2025,15-03-2025
Karnataka,3-Wheelers,APR,409,2025,15-04-2025
Karnataka,3-Wheelers,MAY,596,2025,15-05-2025
Karnataka,3-Wheelers,JUN,750,2025,15-06-2025
Karnataka,3-Wheelers,JUL,627,2025,15-07-2025
Karnataka,3-Wheelers,AUG,521,2025,15-08-2025
Karnataka,2-Wheelers,JAN,0,2025,15-01-2025
Karnataka,2-Wheelers,FEB,3,2025,15-02-2025
Karnataka,2-Wheelers,MAR,1,2025,15-03-2025
Karnataka,2-Wheelers,APR,3,2025,15-04-2025
Karnataka,2-Wheelers,MAY,2,2025,15-05-2025
Karnataka,2-Wheelers,JUN,0,2025,15-06-2025
Karnataka,2-Wheelers,JUL,5,2025,15-07-2025
Karnataka,2-Wheelers,AUG,0,2025,15-08-2025
Karnataka,2-Wheelers,JAN,442,2025,15-01-2025
Karnataka,2-Wheelers,FEB,148,2025,15-02-2025
Karnataka,2-Wheelers,MAR,483,2025,15-03-2025
Karnataka,2-Wheelers,APR,10,2025,15-04-2025
Karnataka,2-Wheelers,MAY,551,2025,15-05-2025
Karnataka,2-Wheelers,JUN,711,2025,15-06-2025
Karnataka,2-Wheelers,JUL,75,2025,15-07-2025
Karnataka,2-Wheelers,AUG,304,2025,15-08-2025
Kerala,4-Wheelers,JAN,1,2025,15-01-2025
Kerala,4-Wheelers,FEB,1,2025,15-02-2025
Kerala,4-Wheelers,MAR,0,2025,15-03-2025
Kerala,4-Wheelers,APR,1,2025,15-04-2025
Kerala,4-Wheelers,MAY,2,2025,15-05-2025
Kerala,4-Wheelers,JUN,0,2025,15-06-2025
Kerala,4-Wheelers,JUL,1,2025,15-07-2025
Kerala,4-Wheelers,AUG,0,2025,15-08-2025
Kerala,Bus,JAN,4,2025,15-01-2025
Kerala,Bus,FEB,0,2025,15-02-2025
Kerala,Bus,MAR,0,2025,15-03-2025
Kerala,Bus,APR,0,2025,15-04-2025
Kerala,Bus,MAY,0,2025,15-05-2025
Kerala,Bus,JUN,0,2025,15-06-2025
Kerala,Bus,JUL,0,2025,15-07-2025
Kerala,Bus,AUG,5,2025,15-08-2025
Kerala,Others,JAN,9,2025,15-01-2025
Kerala,Others,FEB,13,2025,15-02-2025
Kerala,Others,MAR,20,2025,15-03-2025
Kerala,Others,APR,19,2025,15-04-2025
Kerala,Others,MAY,28,2025,15-05-2025
Kerala,Others,JUN,18,2025,15-06-2025
Kerala,Others,JUL,36,2025,15-07-2025
Kerala,Others,AUG,39,2025,15-08-2025
Kerala,4-Wheelers,AUG,831,2025,15-08-2025
Kerala,4-Wheelers,JAN,7,2025,15-01-2025
Kerala,4-Wheelers,FEB,12,2025,15-02-2025
Kerala,4-Wheelers,MAR,19,2025,15-03-2025
Kerala,4-Wheelers,APR,14,2025,15-04-2025
Kerala,4-Wheelers,MAY,44,2025,15-05-2025
Kerala,4-Wheelers,JUN,5,2025,15-06-2025
Kerala,4-Wheelers,JUL,14,2025,15-07-2025
Kerala,4-Wheelers,AUG,4,2025,15-08-2025
Kerala,3-Wheelers,JAN,0,2025,15-01-2025
Kerala,3-Wheelers,FEB,0,2025,15-02-2025
Kerala,3-Wheelers,MAR,2,2025,15-03-2025
Kerala,3-Wheelers,APR,8,2025,15-04-2025
Kerala,3-Wheelers,MAY,7,2025,15-05-2025
Kerala,3-Wheelers,JUN,3,2025,15-06-2025
Kerala,3-Wheelers,JUL,4,2025,15-07-2025
Kerala,3-Wheelers,AUG,3,2025,15-08-2025
Kerala,3-Wheelers,JAN,18,2025,15-01-2025
Kerala,3-Wheelers,FEB,28,2025,15-02-2025
Kerala,3-Wheelers,MAR,155,2025,15-03-2025
Kerala,3-Wheelers,APR,305,2025,15-04-2025
Kerala,3-Wheelers,MAY,432,2025,15-05-2025
Kerala,3-Wheelers,JUN,418,2025,15-06-2025
Kerala,3-Wheelers,JUL,469,2025,15-07-2025
Kerala,3-Wheelers,AUG,310,2025,15-08-2025
Kerala,2-Wheelers,JAN,1,2025,15-01-2025
Kerala,2-Wheelers,FEB,0,2025,15-02-2025
Kerala,2-Wheelers,MAR,6,2025,15-03-2025
Kerala,2-Wheelers,APR,1,2025,15-04-2025
Kerala,2-Wheelers,MAY,0,2025,15-05-2025
Kerala,2-Wheelers,JUN,0,2025,15-06-2025
Kerala,2-Wheelers,JUL,0,2025,15-07-2025
Kerala,2-Wheelers,AUG,0,2025,15-08-2025
Kerala,2-Wheelers,JAN,0,2025,15-01-2025
Kerala,2-Wheelers,FEB,0,2025,15-02-2025
Kerala,2-Wheelers,MAR,0,2025,15-03-2025
Kerala,2-Wheelers,APR,0,2025,15-04-2025
Kerala,2-Wheelers,MAY,0,2025,15-05-2025
Kerala,2-Wheelers,JUN,0,2025,15-06-2025
Kerala,2-Wheelers,JUL,0,2025,15-07-2025
Kerala,2-Wheelers,AUG,10,2025,15-08-2025
Ladakh,4-Wheelers,JAN,0,2025,15-01-2025
Ladakh,4-Wheelers,FEB,0,2025,15-02-2025
Ladakh,4-Wheelers,MAR,1,2025,15-03-2025
Ladakh,4-Wheelers,APR,0,2025,15-04-2025
Ladakh,4-Wheelers,MAY,0,2025,15-05-2025
Ladakh,4-Wheelers,JUN,0,2025,15-06-2025
Ladakh,4-Wheelers,JUL,0,2025,15-07-2025
Ladakh,4-Wheelers,AUG,0,2025,15-08-2025
Lakshadweep,2-Wheelers,JAN,1,2025,15-01-2025
Lakshadweep,2-Wheelers,FEB,0,2025,15-02-2025
Lakshadweep,2-Wheelers,MAR,0,2025,15-03-2025
Lakshadweep,2-Wheelers,APR,2,2025,15-04-2025
Lakshadweep,2-Wheelers,MAY,2,2025,15-05-2025
Lakshadweep,2-Wheelers,JUN,1,2025,15-06-2025
Lakshadweep,2-Wheelers,JUL,0,2025,15-07-2025
Lakshadweep,2-Wheelers,AUG,0,2025,15-08-2025
UT of DNH and DD,Others,JAN,0,2025,15-01-2025
UT of DNH and DD,Others,FEB,0,2025,15-02-2025
UT of DNH and DD,Others,MAR,1,2025,15-03-2025
UT of DNH and DD,Others,APR,0,2025,15-04-2025
UT of DNH and DD,Others,MAY,0,2025,15-05-2025
UT of DNH and DD,Others,JUN,0,2025,15-06-2025
UT of DNH and DD,Others,JUL,0,2025,15-07-2025
UT of DNH and DD,Others,AUG,0,2025,15-08-2025
UT of DNH and DD,4-Wheelers,JAN,50,2025,15-01-2025
UT of DNH and DD,4-Wheelers,FEB,23,2025,15-02-2025
UT of DNH and DD,4-Wheelers,MAR,16,2025,15-03-2025
UT of DNH and DD,4-Wheelers,APR,29,2025,15-04-2025
UT of DNH and DD,4-Wheelers,MAY,31,2025,15-05-2025
UT of DNH and DD,4-Wheelers,JUN,26,2025,15-06-2025
UT of DNH and DD,4-Wheelers,JUL,30,2025,15-07-2025
UT of DNH and DD,4-Wheelers,AUG,22,2025,15-08-2025
UT of DNH and DD,4-Wheelers,JAN,2,2025,15-01-2025
UT of DNH and DD,4-Wheelers,FEB,0,2025,15-02-2025
UT of DNH and DD,4-Wheelers,MAR,1,2025,15-03-2025
UT of DNH and DD,4-Wheelers,APR,7,2025,15-04-2025
UT of DNH and DD,4-Wheelers,MAY,0,2025,15-05-2025
UT of DNH and DD,4-Wheelers,JUN,0,2025,15-06-2025
UT of DNH and DD,4-Wheelers,JUL,0,2025,15-07-2025
UT of DNH and DD,4-Wheelers,AUG,0,2025,15-08-2025
UT of DNH and DD,2-Wheelers,JAN,10,2025,15-01-2025
UT of DNH and DD,2-Wheelers,FEB,8,2025,15-02-2025
UT of DNH and DD,2-Wheelers,MAR,16,2025,15-03-2025
UT of DNH and DD,2-Wheelers,APR,13,2025,15-04-2025
UT of DNH and DD,2-Wheelers,MAY,10,2025,15-05-2025
UT of DNH and DD,2-Wheelers,JUN,7,2025,15-06-2025
UT of DNH and DD,2-Wheelers,JUL,13,2025,15-07-2025
UT of DNH and DD,2-Wheelers,AUG,3,2025,15-08-2025
